img_path,mask_path,img_w,img_h,n_boxes
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00577.jpg,D:\Claude\datasets\ppe_masks\00577_mask.png,200,226,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00578.jpg,D:\Claude\datasets\ppe_masks\00578_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00579.jpg,D:\Claude\datasets\ppe_masks\00579_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00580.jpg,D:\Claude\datasets\ppe_masks\00580_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00581.jpg,D:\Claude\datasets\ppe_masks\00581_mask.png,200,267,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00582.jpg,D:\Claude\datasets\ppe_masks\00582_mask.png,200,211,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00583.jpg,D:\Claude\datasets\ppe_masks\00583_mask.png,200,264,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00584.jpg,D:\Claude\datasets\ppe_masks\00584_mask.png,200,267,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00585.jpg,D:\Claude\datasets\ppe_masks\00585_mask.png,200,222,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00586.jpg,D:\Claude\datasets\ppe_masks\00586_mask.png,200,260,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00587.jpg,D:\Claude\datasets\ppe_masks\00587_mask.png,200,206,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00588.jpg,D:\Claude\datasets\ppe_masks\00588_mask.png,267,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00589.jpg,D:\Claude\datasets\ppe_masks\00589_mask.png,206,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00590.jpg,D:\Claude\datasets\ppe_masks\00590_mask.png,200,267,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00591.jpg,D:\Claude\datasets\ppe_masks\00591_mask.png,200,212,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00592.jpg,D:\Claude\datasets\ppe_masks\00592_mask.png,200,224,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00593.jpg,D:\Claude\datasets\ppe_masks\00593_mask.png,342,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00594.jpg,D:\Claude\datasets\ppe_masks\00594_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00595.jpg,D:\Claude\datasets\ppe_masks\00595_mask.png,224,200,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00596.jpg,D:\Claude\datasets\ppe_masks\00596_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00597.jpg,D:\Claude\datasets\ppe_masks\00597_mask.png,401,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00598.jpg,D:\Claude\datasets\ppe_masks\00598_mask.png,341,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00599.jpg,D:\Claude\datasets\ppe_masks\00599_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00600.jpg,D:\Claude\datasets\ppe_masks\00600_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00602.jpg,D:\Claude\datasets\ppe_masks\00602_mask.png,220,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00603.jpg,D:\Claude\datasets\ppe_masks\00603_mask.png,308,201,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00604.jpg,D:\Claude\datasets\ppe_masks\00604_mask.png,400,300,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00605.jpg,D:\Claude\datasets\ppe_masks\00605_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00606.jpg,D:\Claude\datasets\ppe_masks\00606_mask.png,302,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00607.jpg,D:\Claude\datasets\ppe_masks\00607_mask.png,204,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00608.jpg,D:\Claude\datasets\ppe_masks\00608_mask.png,200,250,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00609.jpg,D:\Claude\datasets\ppe_masks\00609_mask.png,200,306,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00611.jpg,D:\Claude\datasets\ppe_masks\00611_mask.png,200,202,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00612.jpg,D:\Claude\datasets\ppe_masks\00612_mask.png,200,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00613.jpg,D:\Claude\datasets\ppe_masks\00613_mask.png,302,201,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00614.jpg,D:\Claude\datasets\ppe_masks\00614_mask.png,289,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00615.jpg,D:\Claude\datasets\ppe_masks\00615_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00616.jpg,D:\Claude\datasets\ppe_masks\00616_mask.png,302,200,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00617.jpg,D:\Claude\datasets\ppe_masks\00617_mask.png,200,267,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00618.jpg,D:\Claude\datasets\ppe_masks\00618_mask.png,200,243,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00619.jpg,D:\Claude\datasets\ppe_masks\00619_mask.png,219,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00620.jpg,D:\Claude\datasets\ppe_masks\00620_mask.png,209,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00621.jpg,D:\Claude\datasets\ppe_masks\00621_mask.png,308,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00622.jpg,D:\Claude\datasets\ppe_masks\00622_mask.png,289,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00623.jpg,D:\Claude\datasets\ppe_masks\00623_mask.png,200,264,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00624.jpg,D:\Claude\datasets\ppe_masks\00624_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00625.jpg,D:\Claude\datasets\ppe_masks\00625_mask.png,322,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00626.jpg,D:\Claude\datasets\ppe_masks\00626_mask.png,271,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00627.jpg,D:\Claude\datasets\ppe_masks\00627_mask.png,200,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00628.jpg,D:\Claude\datasets\ppe_masks\00628_mask.png,200,267,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00629.jpg,D:\Claude\datasets\ppe_masks\00629_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00630.jpg,D:\Claude\datasets\ppe_masks\00630_mask.png,285,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00631.jpg,D:\Claude\datasets\ppe_masks\00631_mask.png,214,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00632.jpg,D:\Claude\datasets\ppe_masks\00632_mask.png,300,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00633.jpg,D:\Claude\datasets\ppe_masks\00633_mask.png,200,210,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00634.jpg,D:\Claude\datasets\ppe_masks\00634_mask.png,200,255,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00635.jpg,D:\Claude\datasets\ppe_masks\00635_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00636.jpg,D:\Claude\datasets\ppe_masks\00636_mask.png,308,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00637.jpg,D:\Claude\datasets\ppe_masks\00637_mask.png,300,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00638.jpg,D:\Claude\datasets\ppe_masks\00638_mask.png,206,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00639.jpg,D:\Claude\datasets\ppe_masks\00639_mask.png,204,200,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00640.jpg,D:\Claude\datasets\ppe_masks\00640_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00641.jpg,D:\Claude\datasets\ppe_masks\00641_mask.png,354,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00642.jpg,D:\Claude\datasets\ppe_masks\00642_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00643.jpg,D:\Claude\datasets\ppe_masks\00643_mask.png,303,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00644.jpg,D:\Claude\datasets\ppe_masks\00644_mask.png,271,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00645.jpg,D:\Claude\datasets\ppe_masks\00645_mask.png,302,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00646.jpg,D:\Claude\datasets\ppe_masks\00646_mask.png,200,220,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00647.jpg,D:\Claude\datasets\ppe_masks\00647_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00648.jpg,D:\Claude\datasets\ppe_masks\00648_mask.png,240,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00649.jpg,D:\Claude\datasets\ppe_masks\00649_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00650.jpg,D:\Claude\datasets\ppe_masks\00650_mask.png,200,213,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00651.jpg,D:\Claude\datasets\ppe_masks\00651_mask.png,200,268,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00652.jpg,D:\Claude\datasets\ppe_masks\00652_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00653.jpg,D:\Claude\datasets\ppe_masks\00653_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00654.jpg,D:\Claude\datasets\ppe_masks\00654_mask.png,226,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00655.jpg,D:\Claude\datasets\ppe_masks\00655_mask.png,303,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00656.jpg,D:\Claude\datasets\ppe_masks\00656_mask.png,301,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00657.jpg,D:\Claude\datasets\ppe_masks\00657_mask.png,313,200,4
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00658.jpg,D:\Claude\datasets\ppe_masks\00658_mask.png,397,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00659.jpg,D:\Claude\datasets\ppe_masks\00659_mask.png,261,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00660.jpg,D:\Claude\datasets\ppe_masks\00660_mask.png,300,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00661.jpg,D:\Claude\datasets\ppe_masks\00661_mask.png,267,200,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00662.jpg,D:\Claude\datasets\ppe_masks\00662_mask.png,314,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00663.jpg,D:\Claude\datasets\ppe_masks\00663_mask.png,335,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00664.jpg,D:\Claude\datasets\ppe_masks\00664_mask.png,295,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00665.jpg,D:\Claude\datasets\ppe_masks\00665_mask.png,267,200,7
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00666.jpg,D:\Claude\datasets\ppe_masks\00666_mask.png,200,300,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00667.jpg,D:\Claude\datasets\ppe_masks\00667_mask.png,200,261,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00668.jpg,D:\Claude\datasets\ppe_masks\00668_mask.png,202,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00669.jpg,D:\Claude\datasets\ppe_masks\00669_mask.png,320,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00670.jpg,D:\Claude\datasets\ppe_masks\00670_mask.png,302,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00671.jpg,D:\Claude\datasets\ppe_masks\00671_mask.png,275,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00672.jpg,D:\Claude\datasets\ppe_masks\00672_mask.png,318,200,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00673.jpg,D:\Claude\datasets\ppe_masks\00673_mask.png,200,267,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00674.jpg,D:\Claude\datasets\ppe_masks\00674_mask.png,334,200,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00675.jpg,D:\Claude\datasets\ppe_masks\00675_mask.png,224,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00676.jpg,D:\Claude\datasets\ppe_masks\00676_mask.png,200,425,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00677.jpg,D:\Claude\datasets\ppe_masks\00677_mask.png,200,294,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00678.jpg,D:\Claude\datasets\ppe_masks\00678_mask.png,300,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00679.jpg,D:\Claude\datasets\ppe_masks\00679_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00680.jpg,D:\Claude\datasets\ppe_masks\00680_mask.png,300,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00681.jpg,D:\Claude\datasets\ppe_masks\00681_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00682.jpg,D:\Claude\datasets\ppe_masks\00682_mask.png,233,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00683.jpg,D:\Claude\datasets\ppe_masks\00683_mask.png,307,200,3
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00684.jpg,D:\Claude\datasets\ppe_masks\00684_mask.png,200,207,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00685.jpg,D:\Claude\datasets\ppe_masks\00685_mask.png,400,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00686.jpg,D:\Claude\datasets\ppe_masks\00686_mask.png,395,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00687.jpg,D:\Claude\datasets\ppe_masks\00687_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00688.jpg,D:\Claude\datasets\ppe_masks\00688_mask.png,334,200,6
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00689.jpg,D:\Claude\datasets\ppe_masks\00689_mask.png,200,264,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00690.jpg,D:\Claude\datasets\ppe_masks\00690_mask.png,335,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00691.jpg,D:\Claude\datasets\ppe_masks\00691_mask.png,400,300,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00692.jpg,D:\Claude\datasets\ppe_masks\00692_mask.png,207,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00693.jpg,D:\Claude\datasets\ppe_masks\00693_mask.png,200,387,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00694.jpg,D:\Claude\datasets\ppe_masks\00694_mask.png,200,224,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00695.jpg,D:\Claude\datasets\ppe_masks\00695_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00696.jpg,D:\Claude\datasets\ppe_masks\00696_mask.png,240,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00697.jpg,D:\Claude\datasets\ppe_masks\00697_mask.png,200,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00698.jpg,D:\Claude\datasets\ppe_masks\00698_mask.png,267,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00699.jpg,D:\Claude\datasets\ppe_masks\00699_mask.png,263,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00700.jpg,D:\Claude\datasets\ppe_masks\00700_mask.png,251,200,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00701.jpg,D:\Claude\datasets\ppe_masks\00701_mask.png,200,204,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00702.jpg,D:\Claude\datasets\ppe_masks\00702_mask.png,200,233,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00703.jpg,D:\Claude\datasets\ppe_masks\00703_mask.png,334,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00704.jpg,D:\Claude\datasets\ppe_masks\00704_mask.png,300,386,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00705.jpg,D:\Claude\datasets\ppe_masks\00705_mask.png,300,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00706.jpg,D:\Claude\datasets\ppe_masks\00706_mask.png,200,305,2
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00707.jpg,D:\Claude\datasets\ppe_masks\00707_mask.png,300,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00708.jpg,D:\Claude\datasets\ppe_masks\00708_mask.png,200,201,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00709.jpg,D:\Claude\datasets\ppe_masks\00709_mask.png,200,267,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00710.jpg,D:\Claude\datasets\ppe_masks\00710_mask.png,300,200,1
D:\Claude\datasets\helmet-safety-vest-detection-master/train-images-data\00711.jpg,D:\Claude\datasets\ppe_masks\00711_mask.png,200,267,1
